Gap Start,Gap End,Gap (min),Category
2019-09-04 18:10,2019-09-04 18:12,2,Minor (2-5 min)
2019-09-04 18:23,2019-09-04 18:25,2,Minor (2-5 min)
2019-09-05 15:14,2019-09-05 15:30,16,Settlement Window
2019-09-05 15:59,2019-09-05 17:00,61,Daily Maintenance
2019-09-06 15:14,2019-09-06 15:30,16,Settlement Window
2019-09-06 15:59,2019-09-08 17:00,2941,Weekend / Holiday
2019-09-09 15:14,2019-09-09 15:30,16,Settlement Window
2019-09-09 15:59,2019-09-09 17:00,61,Daily Maintenance
2019-09-10 15:14,2019-09-10 15:30,16,Settlement Window
2019-09-10 15:59,2019-09-10 17:00,61,Daily Maintenance
2019-09-11 15:14,2019-09-11 15:30,16,Settlement Window
2019-09-11 15:59,2019-09-11 17:00,61,Daily Maintenance
2019-09-12 15:14,2019-09-12 15:30,16,Settlement Window
2019-09-12 15:59,2019-09-12 17:00,61,Daily Maintenance
2019-09-12 18:09,2019-09-12 18:11,2,Minor (2-5 min)
2019-09-12 23:24,2019-09-12 23:26,2,Minor (2-5 min)
2019-09-13 01:38,2019-09-13 01:40,2,Minor (2-5 min)
2019-09-13 15:14,2019-09-13 15:30,16,Settlement Window
2019-09-13 15:59,2019-09-15 17:00,2941,Weekend / Holiday
2019-09-16 15:14,2019-09-16 15:30,16,Settlement Window
2019-09-16 15:59,2019-09-16 17:00,61,Daily Maintenance
2019-09-17 15:14,2019-09-17 15:30,16,Settlement Window
2019-09-17 15:59,2019-09-17 17:00,61,Daily Maintenance
2019-09-18 15:14,2019-09-18 15:30,16,Settlement Window
2019-09-18 15:59,2019-09-18 17:00,61,Daily Maintenance
2019-09-19 15:14,2019-09-19 15:30,16,Settlement Window
2019-09-19 15:59,2019-09-19 17:00,61,Daily Maintenance
2019-09-20 15:14,2019-09-20 15:30,16,Settlement Window
2019-09-20 15:59,2019-09-22 17:00,2941,Weekend / Holiday
2019-09-23 15:14,2019-09-23 15:30,16,Settlement Window
2019-09-23 15:59,2019-09-23 17:00,61,Daily Maintenance
2019-09-24 15:14,2019-09-24 15:30,16,Settlement Window
2019-09-24 15:59,2019-09-24 17:00,61,Daily Maintenance
2019-09-25 15:14,2019-09-25 15:30,16,Settlement Window
2019-09-25 15:59,2019-09-25 17:00,61,Daily Maintenance
2019-09-26 15:14,2019-09-26 15:30,16,Settlement Window
2019-09-26 15:59,2019-09-26 17:00,61,Daily Maintenance
2019-09-27 15:14,2019-09-27 15:30,16,Settlement Window
2019-09-27 15:59,2019-09-29 17:00,2941,Weekend / Holiday
2019-09-30 15:14,2019-09-30 15:30,16,Settlement Window
2019-09-30 15:59,2019-09-30 17:00,61,Daily Maintenance
2019-10-01 15:14,2019-10-01 15:30,16,Settlement Window
2019-10-01 15:59,2019-10-01 17:00,61,Daily Maintenance
2019-10-02 15:14,2019-10-02 15:30,16,Settlement Window
2019-10-02 15:59,2019-10-02 17:00,61,Daily Maintenance
2019-10-03 15:14,2019-10-03 15:30,16,Settlement Window
2019-10-03 15:59,2019-10-03 17:00,61,Daily Maintenance
2019-10-04 15:14,2019-10-04 15:30,16,Settlement Window
2019-10-04 15:59,2019-10-06 17:00,2941,Weekend / Holiday
2019-10-07 15:14,2019-10-07 15:30,16,Settlement Window
2019-10-07 15:59,2019-10-07 17:00,61,Daily Maintenance
2019-10-08 15:14,2019-10-08 15:30,16,Settlement Window
2019-10-08 15:59,2019-10-08 17:00,61,Daily Maintenance
2019-10-09 15:14,2019-10-09 15:30,16,Settlement Window
2019-10-09 15:59,2019-10-09 17:00,61,Daily Maintenance
2019-10-10 15:14,2019-10-10 15:30,16,Settlement Window
2019-10-10 15:59,2019-10-10 17:00,61,Daily Maintenance
2019-10-11 15:14,2019-10-11 15:30,16,Settlement Window
2019-10-11 15:59,2019-10-13 17:00,2941,Weekend / Holiday
2019-10-14 15:14,2019-10-14 15:30,16,Settlement Window
2019-10-14 15:59,2019-10-14 17:00,61,Daily Maintenance
2019-10-15 15:14,2019-10-15 15:30,16,Settlement Window
2019-10-15 15:59,2019-10-15 17:00,61,Daily Maintenance
2019-10-16 15:14,2019-10-16 15:30,16,Settlement Window
2019-10-16 15:59,2019-10-16 17:00,61,Daily Maintenance
2019-10-16 23:06,2019-10-16 23:08,2,Minor (2-5 min)
2019-10-17 15:14,2019-10-17 15:30,16,Settlement Window
2019-10-17 15:59,2019-10-17 17:00,61,Daily Maintenance
2019-10-17 18:00,2019-10-17 18:02,2,Minor (2-5 min)
2019-10-17 18:35,2019-10-17 18:37,2,Minor (2-5 min)
2019-10-18 15:14,2019-10-18 15:30,16,Settlement Window
2019-10-18 15:59,2019-10-20 17:00,2941,Weekend / Holiday
2019-10-21 15:14,2019-10-21 15:30,16,Settlement Window
2019-10-21 15:59,2019-10-21 17:00,61,Daily Maintenance
2019-10-21 18:42,2019-10-21 18:44,2,Minor (2-5 min)
2019-10-21 18:51,2019-10-21 18:53,2,Minor (2-5 min)
2019-10-21 19:01,2019-10-21 19:03,2,Minor (2-5 min)
2019-10-22 15:14,2019-10-22 15:30,16,Settlement Window
2019-10-22 15:59,2019-10-22 17:00,61,Daily Maintenance
2019-10-23 15:14,2019-10-23 15:30,16,Settlement Window
2019-10-23 15:59,2019-10-23 17:00,61,Daily Maintenance
2019-10-23 23:19,2019-10-23 23:21,2,Minor (2-5 min)
2019-10-24 15:14,2019-10-24 15:30,16,Settlement Window
2019-10-24 15:59,2019-10-24 17:00,61,Daily Maintenance
2019-10-25 15:14,2019-10-25 15:30,16,Settlement Window
2019-10-25 15:59,2019-10-27 17:00,2941,Weekend / Holiday
2019-10-28 15:14,2019-10-28 15:30,16,Settlement Window
2019-10-28 15:59,2019-10-28 17:00,61,Daily Maintenance
2019-10-28 23:53,2019-10-28 23:55,2,Minor (2-5 min)
2019-10-29 01:43,2019-10-29 01:45,2,Minor (2-5 min)
2019-10-29 01:45,2019-10-29 01:47,2,Minor (2-5 min)
2019-10-29 15:14,2019-10-29 15:30,16,Settlement Window
2019-10-29 15:59,2019-10-29 17:00,61,Daily Maintenance
2019-10-30 15:14,2019-10-30 15:30,16,Settlement Window
2019-10-30 15:59,2019-10-30 17:00,61,Daily Maintenance
2019-10-30 23:10,2019-10-30 23:12,2,Minor (2-5 min)
2019-10-31 15:14,2019-10-31 15:30,16,Settlement Window
2019-10-31 15:59,2019-10-31 17:00,61,Daily Maintenance
2019-10-31 18:24,2019-10-31 18:26,2,Minor (2-5 min)
2019-11-01 04:27,2019-11-01 04:29,2,Minor (2-5 min)
2019-11-01 15:14,2019-11-01 15:30,16,Settlement Window
2019-11-01 15:59,2019-11-03 17:00,2941,Weekend / Holiday
2019-11-04 15:14,2019-11-04 15:30,16,Settlement Window
2019-11-04 15:59,2019-11-04 17:00,61,Daily Maintenance
2019-11-05 15:14,2019-11-05 15:30,16,Settlement Window
2019-11-05 15:59,2019-11-05 17:00,61,Daily Maintenance
2019-11-05 22:11,2019-11-05 22:13,2,Minor (2-5 min)
2019-11-05 22:21,2019-11-05 22:23,2,Minor (2-5 min)
2019-11-06 15:14,2019-11-06 15:30,16,Settlement Window
2019-11-06 15:59,2019-11-06 17:00,61,Daily Maintenance
2019-11-06 22:47,2019-11-06 22:49,2,Minor (2-5 min)
2019-11-07 15:14,2019-11-07 15:30,16,Settlement Window
2019-11-07 15:59,2019-11-07 17:00,61,Daily Maintenance
2019-11-08 15:14,2019-11-08 15:30,16,Settlement Window
2019-11-08 15:59,2019-11-10 17:00,2941,Weekend / Holiday
2019-11-11 15:14,2019-11-11 15:30,16,Settlement Window
2019-11-11 15:59,2019-11-11 17:00,61,Daily Maintenance
2019-11-12 15:14,2019-11-12 15:30,16,Settlement Window
2019-11-12 15:59,2019-11-12 17:00,61,Daily Maintenance
2019-11-13 15:14,2019-11-13 15:30,16,Settlement Window
2019-11-13 15:59,2019-11-13 17:00,61,Daily Maintenance
2019-11-14 15:14,2019-11-14 15:30,16,Settlement Window
2019-11-14 15:59,2019-11-14 17:00,61,Daily Maintenance
2019-11-14 21:43,2019-11-14 21:45,2,Minor (2-5 min)
2019-11-15 15:14,2019-11-15 15:30,16,Settlement Window
2019-11-15 15:59,2019-11-17 17:00,2941,Weekend / Holiday
2019-11-18 15:14,2019-11-18 15:30,16,Settlement Window
2019-11-18 15:59,2019-11-18 17:00,61,Daily Maintenance
2019-11-18 22:09,2019-11-18 22:11,2,Minor (2-5 min)
2019-11-19 15:14,2019-11-19 15:30,16,Settlement Window
2019-11-19 15:59,2019-11-19 17:00,61,Daily Maintenance
2019-11-20 15:14,2019-11-20 15:30,16,Settlement Window
2019-11-20 15:59,2019-11-20 17:00,61,Daily Maintenance
2019-11-21 15:14,2019-11-21 15:30,16,Settlement Window
2019-11-21 15:59,2019-11-21 17:00,61,Daily Maintenance
2019-11-22 15:14,2019-11-22 15:30,16,Settlement Window
2019-11-22 15:59,2019-11-24 17:00,2941,Weekend / Holiday
2019-11-25 00:23,2019-11-25 00:25,2,Minor (2-5 min)
2019-11-25 00:47,2019-11-25 00:49,2,Minor (2-5 min)
2019-11-25 15:14,2019-11-25 15:30,16,Settlement Window
2019-11-25 15:59,2019-11-25 17:00,61,Daily Maintenance
2019-11-26 15:14,2019-11-26 15:30,16,Settlement Window
2019-11-26 15:59,2019-11-26 17:00,61,Daily Maintenance
2019-11-27 15:14,2019-11-27 15:30,16,Settlement Window
2019-11-27 15:59,2019-11-27 17:00,61,Daily Maintenance
2019-11-27 21:37,2019-11-27 21:39,2,Minor (2-5 min)
2019-11-28 11:59,2019-11-28 17:00,301,Holiday Early Close
2019-11-29 12:14,2019-12-01 17:00,3166,Weekend / Holiday
2019-12-02 15:14,2019-12-02 15:30,16,Settlement Window
2019-12-02 15:59,2019-12-02 17:00,61,Daily Maintenance
2019-12-03 15:14,2019-12-03 15:30,16,Settlement Window
2019-12-03 15:59,2019-12-03 17:00,61,Daily Maintenance
2019-12-04 15:14,2019-12-04 15:30,16,Settlement Window
2019-12-04 15:59,2019-12-04 17:00,61,Daily Maintenance
2019-12-05 15:14,2019-12-05 15:30,16,Settlement Window
2019-12-05 15:59,2019-12-05 17:00,61,Daily Maintenance
2019-12-06 15:14,2019-12-06 15:30,16,Settlement Window
2019-12-06 15:59,2019-12-08 17:00,2941,Weekend / Holiday
2019-12-09 15:14,2019-12-09 15:30,16,Settlement Window
2019-12-09 15:59,2019-12-09 17:00,61,Daily Maintenance
2019-12-10 15:14,2019-12-10 15:30,16,Settlement Window
2019-12-10 15:59,2019-12-10 17:00,61,Daily Maintenance
2019-12-11 15:14,2019-12-11 15:30,16,Settlement Window
2019-12-11 15:59,2019-12-11 17:00,61,Daily Maintenance
2019-12-11 22:25,2019-12-11 22:27,2,Minor (2-5 min)
2019-12-12 15:14,2019-12-12 15:30,16,Settlement Window
2019-12-12 15:59,2019-12-12 17:00,61,Daily Maintenance
2019-12-12 22:13,2019-12-12 22:15,2,Minor (2-5 min)
2019-12-12 22:26,2019-12-12 22:28,2,Minor (2-5 min)
2019-12-12 23:21,2019-12-12 23:23,2,Minor (2-5 min)
2019-12-12 23:55,2019-12-12 23:57,2,Minor (2-5 min)
2019-12-13 15:14,2019-12-13 15:30,16,Settlement Window
2019-12-13 15:59,2019-12-15 17:00,2941,Weekend / Holiday
2019-12-15 22:55,2019-12-15 22:57,2,Minor (2-5 min)
2019-12-16 15:14,2019-12-16 15:30,16,Settlement Window
2019-12-16 15:59,2019-12-16 17:00,61,Daily Maintenance
2019-12-17 15:14,2019-12-17 15:30,16,Settlement Window
2019-12-17 15:59,2019-12-17 17:00,61,Daily Maintenance
2019-12-17 22:12,2019-12-17 22:14,2,Minor (2-5 min)
2019-12-17 22:25,2019-12-17 22:27,2,Minor (2-5 min)
2019-12-17 22:40,2019-12-17 22:42,2,Minor (2-5 min)
2019-12-18 15:14,2019-12-18 15:30,16,Settlement Window
2019-12-18 15:59,2019-12-18 17:00,61,Daily Maintenance
2019-12-19 15:14,2019-12-19 15:30,16,Settlement Window
2019-12-19 15:59,2019-12-19 17:00,61,Daily Maintenance
2019-12-20 15:14,2019-12-20 15:30,16,Settlement Window
2019-12-20 15:59,2019-12-22 17:00,2941,Weekend / Holiday
2019-12-22 22:16,2019-12-22 22:18,2,Minor (2-5 min)
2019-12-22 22:42,2019-12-22 22:44,2,Minor (2-5 min)
2019-12-23 15:14,2019-12-23 15:30,16,Settlement Window
2019-12-23 15:59,2019-12-23 17:00,61,Daily Maintenance
2019-12-23 21:12,2019-12-23 21:14,2,Minor (2-5 min)
2019-12-23 21:20,2019-12-23 21:22,2,Minor (2-5 min)
2019-12-23 22:51,2019-12-23 22:53,2,Minor (2-5 min)
2019-12-24 01:37,2019-12-24 01:39,2,Minor (2-5 min)
2019-12-24 12:14,2019-12-25 17:00,1726,Weekend / Holiday
2019-12-25 20:28,2019-12-25 20:30,2,Minor (2-5 min)
2019-12-25 20:33,2019-12-25 20:35,2,Minor (2-5 min)
2019-12-25 21:49,2019-12-25 21:51,2,Minor (2-5 min)
2019-12-25 21:57,2019-12-25 22:00,3,Minor (2-5 min)
2019-12-25 22:22,2019-12-25 22:24,2,Minor (2-5 min)
2019-12-25 22:25,2019-12-25 22:27,2,Minor (2-5 min)
2019-12-25 22:35,2019-12-25 22:37,2,Minor (2-5 min)
2019-12-25 22:57,2019-12-25 22:59,2,Minor (2-5 min)
2019-12-25 23:36,2019-12-25 23:38,2,Minor (2-5 min)
2019-12-25 23:43,2019-12-25 23:45,2,Minor (2-5 min)
2019-12-26 00:25,2019-12-26 00:27,2,Minor (2-5 min)
2019-12-26 00:32,2019-12-26 00:34,2,Minor (2-5 min)
2019-12-26 00:45,2019-12-26 00:47,2,Minor (2-5 min)
2019-12-26 15:14,2019-12-26 15:30,16,Settlement Window
2019-12-26 15:59,2019-12-26 17:00,61,Daily Maintenance
2019-12-27 15:14,2019-12-27 15:30,16,Settlement Window
2019-12-27 15:59,2019-12-29 17:00,2941,Weekend / Holiday
2019-12-30 15:14,2019-12-30 15:30,16,Settlement Window
2019-12-30 15:59,2019-12-30 17:00,61,Daily Maintenance
2019-12-30 22:31,2019-12-30 22:33,2,Minor (2-5 min)
2019-12-30 22:45,2019-12-30 22:47,2,Minor (2-5 min)
2019-12-30 23:40,2019-12-30 23:42,2,Minor (2-5 min)
2019-12-30 23:55,2019-12-30 23:57,2,Minor (2-5 min)
2019-12-31 00:22,2019-12-31 00:24,2,Minor (2-5 min)
2019-12-31 00:53,2019-12-31 00:55,2,Minor (2-5 min)
2019-12-31 00:55,2019-12-31 00:57,2,Minor (2-5 min)
2019-12-31 15:14,2019-12-31 15:30,16,Settlement Window
2019-12-31 15:59,2020-01-01 17:00,1501,Weekend / Holiday
2020-01-01 22:37,2020-01-01 22:39,2,Minor (2-5 min)
2020-01-02 15:14,2020-01-02 15:30,16,Settlement Window
2020-01-02 15:59,2020-01-02 17:00,61,Daily Maintenance
2020-01-03 15:14,2020-01-03 15:30,16,Settlement Window
2020-01-03 15:59,2020-01-05 17:00,2941,Weekend / Holiday
2020-01-06 15:14,2020-01-06 15:30,16,Settlement Window
2020-01-06 15:59,2020-01-06 17:00,61,Daily Maintenance
2020-01-07 15:14,2020-01-07 15:30,16,Settlement Window
2020-01-07 15:59,2020-01-07 17:00,61,Daily Maintenance
2020-01-08 15:14,2020-01-08 15:30,16,Settlement Window
2020-01-08 15:59,2020-01-08 17:00,61,Daily Maintenance
2020-01-09 15:14,2020-01-09 15:30,16,Settlement Window
2020-01-09 15:59,2020-01-09 17:00,61,Daily Maintenance
2020-01-10 15:14,2020-01-10 15:30,16,Settlement Window
2020-01-10 15:59,2020-01-12 17:00,2941,Weekend / Holiday
2020-01-13 15:14,2020-01-13 15:30,16,Settlement Window
2020-01-13 15:59,2020-01-13 17:00,61,Daily Maintenance
2020-01-14 15:14,2020-01-14 15:30,16,Settlement Window
2020-01-14 15:59,2020-01-14 17:00,61,Daily Maintenance
2020-01-15 15:14,2020-01-15 15:30,16,Settlement Window
2020-01-15 15:59,2020-01-15 17:00,61,Daily Maintenance
2020-01-16 15:14,2020-01-16 15:30,16,Settlement Window
2020-01-16 15:59,2020-01-16 17:00,61,Daily Maintenance
2020-01-17 15:14,2020-01-17 15:30,16,Settlement Window
2020-01-17 15:59,2020-01-19 17:00,2941,Weekend / Holiday
2020-01-19 22:07,2020-01-19 22:09,2,Minor (2-5 min)
2020-01-19 22:25,2020-01-19 22:27,2,Minor (2-5 min)
2020-01-19 22:27,2020-01-19 22:29,2,Minor (2-5 min)
2020-01-19 22:48,2020-01-19 22:50,2,Minor (2-5 min)
2020-01-20 00:52,2020-01-20 00:54,2,Minor (2-5 min)
2020-01-20 11:24,2020-01-20 11:26,2,Minor (2-5 min)
2020-01-20 11:59,2020-01-20 17:00,301,Holiday Early Close
2020-01-20 22:51,2020-01-20 22:53,2,Minor (2-5 min)
2020-01-21 15:14,2020-01-21 15:30,16,Settlement Window
2020-01-21 15:59,2020-01-21 17:00,61,Daily Maintenance
2020-01-22 15:14,2020-01-22 15:30,16,Settlement Window
2020-01-22 15:59,2020-01-22 17:00,61,Daily Maintenance
2020-01-23 15:14,2020-01-23 15:30,16,Settlement Window
2020-01-23 15:59,2020-01-23 17:00,61,Daily Maintenance
2020-01-24 00:58,2020-01-24 01:00,2,Minor (2-5 min)
2020-01-24 15:14,2020-01-24 15:30,16,Settlement Window
2020-01-24 15:59,2020-01-26 17:00,2941,Weekend / Holiday
2020-01-27 15:14,2020-01-27 15:30,16,Settlement Window
2020-01-27 15:59,2020-01-27 17:00,61,Daily Maintenance
2020-01-28 15:14,2020-01-28 15:30,16,Settlement Window
2020-01-28 15:59,2020-01-28 17:00,61,Daily Maintenance
2020-01-29 15:14,2020-01-29 15:30,16,Settlement Window
2020-01-29 15:59,2020-01-29 17:00,61,Daily Maintenance
2020-01-30 15:14,2020-01-30 15:30,16,Settlement Window
2020-01-30 15:59,2020-01-30 17:00,61,Daily Maintenance
2020-01-31 15:14,2020-01-31 15:30,16,Settlement Window
2020-01-31 15:59,2020-02-02 17:00,2941,Weekend / Holiday
2020-02-03 15:14,2020-02-03 15:30,16,Settlement Window
2020-02-03 15:59,2020-02-03 17:00,61,Daily Maintenance
2020-02-04 15:14,2020-02-04 15:30,16,Settlement Window
2020-02-04 15:59,2020-02-04 17:00,61,Daily Maintenance
2020-02-05 15:14,2020-02-05 15:30,16,Settlement Window
2020-02-05 15:59,2020-02-05 17:00,61,Daily Maintenance
2020-02-06 15:14,2020-02-06 15:30,16,Settlement Window
2020-02-06 15:59,2020-02-06 17:00,61,Daily Maintenance
2020-02-07 15:14,2020-02-07 15:30,16,Settlement Window
2020-02-07 15:59,2020-02-09 17:00,2941,Weekend / Holiday
2020-02-10 15:14,2020-02-10 15:30,16,Settlement Window
2020-02-10 15:59,2020-02-10 17:00,61,Daily Maintenance
2020-02-11 15:14,2020-02-11 15:30,16,Settlement Window
2020-02-11 15:59,2020-02-11 17:00,61,Daily Maintenance
2020-02-12 15:14,2020-02-12 15:30,16,Settlement Window
2020-02-12 15:59,2020-02-12 17:00,61,Daily Maintenance
2020-02-13 15:14,2020-02-13 15:30,16,Settlement Window
2020-02-13 15:59,2020-02-13 17:00,61,Daily Maintenance
2020-02-14 15:14,2020-02-14 15:30,16,Settlement Window
2020-02-14 15:59,2020-02-16 17:00,2941,Weekend / Holiday
2020-02-17 05:13,2020-02-17 05:15,2,Minor (2-5 min)
2020-02-17 11:59,2020-02-17 17:00,301,Holiday Early Close
2020-02-18 15:14,2020-02-18 15:30,16,Settlement Window
2020-02-18 15:59,2020-02-18 17:00,61,Daily Maintenance
2020-02-19 15:14,2020-02-19 15:30,16,Settlement Window
2020-02-19 15:59,2020-02-19 17:00,61,Daily Maintenance
2020-02-20 15:14,2020-02-20 15:30,16,Settlement Window
2020-02-20 15:59,2020-02-20 17:00,61,Daily Maintenance
2020-02-21 15:14,2020-02-21 15:30,16,Settlement Window
2020-02-21 15:59,2020-02-23 17:00,2941,Weekend / Holiday
2020-02-24 15:14,2020-02-24 15:30,16,Settlement Window
2020-02-24 15:59,2020-02-24 17:00,61,Daily Maintenance
2020-02-25 15:14,2020-02-25 15:30,16,Settlement Window
2020-02-25 15:59,2020-02-25 17:00,61,Daily Maintenance
2020-02-26 15:14,2020-02-26 15:30,16,Settlement Window
2020-02-26 15:59,2020-02-26 17:00,61,Daily Maintenance
2020-02-27 15:14,2020-02-27 15:30,16,Settlement Window
2020-02-27 15:59,2020-02-27 17:00,61,Daily Maintenance
2020-02-28 15:14,2020-02-28 15:30,16,Settlement Window
2020-02-28 15:59,2020-03-01 17:00,2941,Weekend / Holiday
2020-03-02 15:14,2020-03-02 15:30,16,Settlement Window
2020-03-02 15:59,2020-03-02 17:00,61,Daily Maintenance
2020-03-03 15:14,2020-03-03 15:30,16,Settlement Window
2020-03-03 15:59,2020-03-03 17:00,61,Daily Maintenance
2020-03-04 15:14,2020-03-04 15:30,16,Settlement Window
2020-03-04 15:59,2020-03-04 17:00,61,Daily Maintenance
2020-03-05 15:14,2020-03-05 15:30,16,Settlement Window
2020-03-05 15:59,2020-03-05 17:00,61,Daily Maintenance
2020-03-06 15:14,2020-03-06 15:30,16,Settlement Window
2020-03-06 15:59,2020-03-08 17:00,2941,Weekend / Holiday
2020-03-08 21:42,2020-03-08 21:44,2,Minor (2-5 min)
2020-03-08 21:47,2020-03-08 21:49,2,Minor (2-5 min)
2020-03-08 21:49,2020-03-08 21:53,4,Minor (2-5 min)
2020-03-08 22:04,2020-03-08 22:06,2,Minor (2-5 min)
2020-03-08 23:14,2020-03-08 23:16,2,Minor (2-5 min)
2020-03-08 23:17,2020-03-08 23:19,2,Minor (2-5 min)
2020-03-08 23:21,2020-03-08 23:23,2,Minor (2-5 min)
2020-03-08 23:31,2020-03-08 23:34,3,Minor (2-5 min)
2020-03-08 23:54,2020-03-08 23:58,4,Minor (2-5 min)
2020-03-08 23:58,2020-03-09 00:00,2,Minor (2-5 min)
2020-03-09 00:00,2020-03-09 00:02,2,Minor (2-5 min)
2020-03-09 00:02,2020-03-09 00:05,3,Minor (2-5 min)
2020-03-09 00:06,2020-03-09 00:08,2,Minor (2-5 min)
2020-03-09 00:09,2020-03-09 00:11,2,Minor (2-5 min)
2020-03-09 00:14,2020-03-09 00:16,2,Minor (2-5 min)
2020-03-09 00:21,2020-03-09 00:23,2,Minor (2-5 min)
2020-03-09 00:24,2020-03-09 00:28,4,Minor (2-5 min)
2020-03-09 00:30,2020-03-09 00:34,4,Minor (2-5 min)
2020-03-09 00:34,2020-03-09 00:38,4,Minor (2-5 min)
2020-03-09 00:38,2020-03-09 00:40,2,Minor (2-5 min)
2020-03-09 00:43,2020-03-09 00:45,2,Minor (2-5 min)
2020-03-09 01:01,2020-03-09 01:03,2,Minor (2-5 min)
2020-03-09 01:07,2020-03-09 01:09,2,Minor (2-5 min)
2020-03-09 01:09,2020-03-09 01:11,2,Minor (2-5 min)
2020-03-09 01:14,2020-03-09 01:16,2,Minor (2-5 min)
2020-03-09 01:16,2020-03-09 01:18,2,Minor (2-5 min)
2020-03-09 01:18,2020-03-09 01:20,2,Minor (2-5 min)
2020-03-09 01:22,2020-03-09 01:24,2,Minor (2-5 min)
2020-03-09 01:27,2020-03-09 01:29,2,Minor (2-5 min)
2020-03-09 01:29,2020-03-09 01:31,2,Minor (2-5 min)
2020-03-09 01:31,2020-03-09 01:33,2,Minor (2-5 min)
2020-03-09 01:35,2020-03-09 01:37,2,Minor (2-5 min)
2020-03-09 01:38,2020-03-09 01:40,2,Minor (2-5 min)
2020-03-09 01:41,2020-03-09 01:44,3,Minor (2-5 min)
2020-03-09 01:45,2020-03-09 01:47,2,Minor (2-5 min)
2020-03-09 01:47,2020-03-09 01:49,2,Minor (2-5 min)
2020-03-09 01:49,2020-03-09 01:54,5,Minor (2-5 min)
2020-03-09 01:55,2020-03-09 01:57,2,Minor (2-5 min)
2020-03-09 01:57,2020-03-09 02:00,3,Minor (2-5 min)
2020-03-09 02:01,2020-03-09 02:04,3,Minor (2-5 min)
2020-03-09 02:05,2020-03-09 02:08,3,Minor (2-5 min)
2020-03-09 02:09,2020-03-09 02:11,2,Minor (2-5 min)
2020-03-09 02:12,2020-03-09 02:15,3,Minor (2-5 min)
2020-03-09 02:15,2020-03-09 02:17,2,Minor (2-5 min)
2020-03-09 02:17,2020-03-09 02:21,4,Minor (2-5 min)
2020-03-09 02:23,2020-03-09 02:25,2,Minor (2-5 min)
2020-03-09 02:27,2020-03-09 02:29,2,Minor (2-5 min)
2020-03-09 02:32,2020-03-09 02:35,3,Minor (2-5 min)
2020-03-09 02:35,2020-03-09 02:41,6,Significant
2020-03-09 02:41,2020-03-09 02:44,3,Minor (2-5 min)
2020-03-09 02:45,2020-03-09 02:47,2,Minor (2-5 min)
2020-03-09 02:47,2020-03-09 02:51,4,Minor (2-5 min)
2020-03-09 02:51,2020-03-09 02:54,3,Minor (2-5 min)
2020-03-09 02:56,2020-03-09 03:00,4,Minor (2-5 min)
2020-03-09 03:03,2020-03-09 03:05,2,Minor (2-5 min)
2020-03-09 03:08,2020-03-09 03:11,3,Minor (2-5 min)
2020-03-09 03:11,2020-03-09 03:15,4,Minor (2-5 min)
2020-03-09 03:16,2020-03-09 03:18,2,Minor (2-5 min)
2020-03-09 03:18,2020-03-09 03:20,2,Minor (2-5 min)
2020-03-09 03:21,2020-03-09 03:23,2,Minor (2-5 min)
2020-03-09 03:27,2020-03-09 03:30,3,Minor (2-5 min)
2020-03-09 03:30,2020-03-09 03:32,2,Minor (2-5 min)
